Quel est le lien entre le nombre d'éléments des familles libres et génératrices dans un espace possédant une famille génératrice à \( n \) éléments ? (Proposition);Toute famille d'au moins \( n + 1 \) vecteurs est liée. Toute famille libre possède au plus \( n \) éléments.
Comment définit-on la dimension d'un espace vectoriel de dimension finie non réduit à \( \{0_E\} \) ? (Théorème-définition);Toutes les bases de \( E \) ont le même nombre d'éléments. Ce nombre commun est appelé dimension de \( E \). Par convention, \( \dim(\{0_E\}) = 0 \).
Que dit le théorème magique sur les familles libres et génératrices dans un espace de dimension \( n \) ?;Une famille libre a au plus \( n \) éléments et c'est une base si et seulement si elle a exactement \( n \) éléments. Une famille génératrice a au moins \( n \) éléments et c'est une base si et seulement si elle a exactement \( n \) éléments.
Quelles sont les équivalences pour une famille \( (x_1, \dots, x_n) \) de \( n \) vecteurs dans un espace de dimension \( n \) ? (Corollaire);\( (x_1, \dots, x_n) \) est libre \( \iff \) elle est une base de \( E \iff \) elle est génératrice de \( E \).
Quelle est la définition du rang d'une famille de vecteurs \( (x_1, \dots, x_p) \) ?;C'est l'entier \( \operatorname{rg}(x_1, \dots, x_p) = \dim(\operatorname{Vect}(x_1, \dots, x_p)) \).
Que dit la proposition sur le rang d'une famille de \( p \) vecteurs ?;\( \operatorname{rg}(x_1, \dots, x_p) \le p \), et on a égalité si et seulement si \( (x_1, \dots, x_p) \) est libre.
Que dit le théorème sur la dimension d'un sous-espace vectoriel \( F \) de \( E \) (dimension finie) ?;Le sous-espace \( F \) est de dimension finie, \( \dim(F) \le \dim(E) \), et \( \dim(F) = \dim(E) \iff F = E \).
Que dit la proposition sur le rang d'une famille de \( p \) vecteurs dans un espace de dimension \( n \) ?;\( \operatorname{rg}(x_1, \dots, x_p) \le n \), et on a égalité si et seulement si \( (x_1, \dots, x_p) \) est génératrice de \( E \).
Si \( F \) et \( G \) sont deux sous-espaces vectoriels tels que \( F \subset G \) et \( \dim(F) = \dim(G) \), que conclut-on ? (Théorème);On a l'égalité \( F = G \).
Quelle est la formule de Grassmann ? (Proposition);Pour \( F \) et \( G \) des sous-espaces vectoriels : \( \dim(F + G) = \dim(F) + \dim(G) - \dim(F \cap G) \).
Quelles sont les équivalences de \( F \oplus G = E \) via les dimensions ? (Proposition);\( F \oplus G = E \iff (F \cap G = \{0\} \text{ et } \dim(F) + \dim(G) = \dim(E)) \iff (F + G = E \text{ et } \dim(F) + \dim(G) = \dim(E)) \).
Comment caractérise-t-on \( F \oplus G = E \) à l'aide de bases de \( F \) et \( G \) ? (Proposition);Si \( F \) et \( G \) ne sont pas réduits à \( \{0_E\} \), \( F \oplus G = E \iff \) la réunion d'une base de \( F \) et d'une base de \( G \) forme une base de \( E \).
Que dit le théorème sur l'existence d'un supplémentaire ?;Si \( E \) est un espace vectoriel de dimension finie, alors tout sous-espace vectoriel de \( E \) admet un supplémentaire dans \( E \).
Comment définir une application linéaire unique à l'aide d'une base ? (Théorème);Une application linéaire est entièrement déterminée par l'image d'une base de \( E \). Pour toute famille \( (y_1, \dots, y_n) \) de \( F \), il existe une unique application \( u \) telle que \( \forall j, u(e_j) = y_j \).
Si \( E = E_1 \oplus E_2 \), comment est déterminée une application linéaire \( u \in \mathcal{L}(E, F) \) ? (Théorème);Elle est entièrement déterminée par sa restriction à \( E_1 \) et sa restriction à \( E_2 \).
Si \( (e_1, \dots, e_n) \) est une famille génératrice de \( E \), que dire de l'image de \( u \) ? (Proposition);L'image est \( \text{Im}(u) = \text{Vect}(u(e_1), \dots, u(e_n)) \), autrement dit \( (u(e_1), \dots, u(e_n)) \) est une famille génératrice de \( \text{Im}(u) \).
Comment caractériser l'injectivité, la surjectivité et la bijectivité de \( u \) avec une base \( (e_1, \dots, e_n) \) ? (Proposition);\( u \) surjective \( \iff (u(e_1), \dots, u(e_n)) \) génératrice de \( F \). \( u \) injective \( \iff (u(e_1), \dots, u(e_n)) \) libre. \( u \) bijective \( \iff (u(e_1), \dots, u(e_n)) \) base.
Si \( u \) est injective et \( (e_1, \dots, e_n) \) une famille libre de \( E \), que dire de \( (u(e_1), \dots, u(e_n)) \) ? (Proposition);La famille \( (u(e_1), \dots, u(e_n)) \) est une famille libre de \( F \).
Quelle est la définition de deux espaces vectoriels isomorphes ?;Deux espaces vectoriels \( E \) et \( F \) sont isomorphes s'il existe un isomorphisme (application linéaire bijective) de \( E \) dans \( F \) ou de \( F \) dans \( E \).
Que dire de la dimension de deux espaces vectoriels isomorphes ? (Théorème);Si \( E \) est de dimension finie, alors \( F \) l'est aussi, et \( \dim(F) = \dim(E) \).
À quelle condition deux espaces vectoriels de dimension finie sont-ils isomorphes ? (Théorème);Ils sont isomorphes si et seulement si \( \dim(E) = \dim(F) \).
Quelle est la définition du rang d'une application linéaire \( u \in \mathcal{L}(E, F) \) ?;Si \( \text{Im}(u) \) est de dimension finie, on définit son rang par : \( \operatorname{rg}(u) = \dim(\text{Im}(u)) \).
Que dit la proposition sur le rang de \( u \) et les dimensions de \( E \) et \( F \) ?;Si \( \dim(F) = p \), \( \operatorname{rg}(u) \le p \) (égalité \( \iff u \) surjective). Si \( \dim(E) = n \), \( \operatorname{rg}(u) \le n \) (égalité \( \iff u \) injective).
Que dit la proposition sur le rang de la composée \( v \circ u \) ?;\( \operatorname{rg}(v \circ u) \le \min(\operatorname{rg}(v), \operatorname{rg}(u)) \). Si \( u \) est un isomorphisme, \( \operatorname{rg}(v \circ u) = \operatorname{rg}(v) \). Si \( v \) est un isomorphisme, \( \operatorname{rg}(v \circ u) = \operatorname{rg}(u) \).
Pour une application linéaire \( u \) entre deux espaces de même dimension finie, quelles propriétés sont équivalentes ? (Théorème);\( u \) injective \( \iff u \) bijective \( \iff u \) surjective.
Pour un endomorphisme \( u \) d'un espace vectoriel de dimension finie, quelles propriétés sont équivalentes ? (Corollaire);\( u \) injective \( \iff u \) bijective \( \iff u \) surjective.
À quelle condition un endomorphisme \( f \) est-il dans \( GL(E) \) en dimension finie ? (Théorème);\( f \in GL(E) \iff f \) est inversible à gauche dans \( \mathcal{L}(E) \iff f \) est inversible à droite dans \( \mathcal{L}(E) \).
Quelle est la forme géométrique du théorème du rang pour \( u \in \mathcal{L}(E, F) \) et un supplémentaire \( H \) de \( \ker(u) \) ? (Lemme);L'application \( v : H \to \text{Im}(u), x \mapsto u(x) \) est un isomorphisme.
Que dit le théorème du rang pour \( u \in \mathcal{L}(E, F) \) avec \( E \) de dimension finie ?;\( \dim(E) = \dim(\ker(u)) + \operatorname{rg}(u) \), ce qui s'écrit aussi \( \dim(E) = \dim(\ker(u)) + \dim(\text{Im}(u)) \).
