Qu'appelle-t-on polynôme à coefficients dans \( \mathbb{K} \) ?;On appelle polynôme à coefficients dans \( \mathbb{K} \) toute suite \( P = (a_0, a_1, \dots, a_n, 0, \dots) \) d'éléments de \( \mathbb{K} \) nulle à partir d'un certain rang, notée \( P = \sum_{k=0}^{n} a_k X^k \). \( X \) est l'indéterminée et les \( a_k \) sont les coefficients.
Qu'est-ce que la fonction polynomiale associée à un polynôme \( P = \sum_{k=0}^{n} a_k X^k \) ?;C'est la fonction \( \tilde{P} : \mathbb{K} \to \mathbb{K} \) qui à tout \( x \) associe \( \sum_{k=0}^{n} a_k x^k \).
Qu'est-ce qu'une racine (ou un zéro) d'un polynôme \( P \) ?;C'est un scalaire \( \alpha \in \mathbb{K} \) tel que \( \tilde{P}(\alpha) = 0 \).
Quel est le reste de la division euclidienne de \( P \) par \( X - \alpha \) et quelle en est la conséquence pour les racines ?;Le reste est \( P(\alpha) \). En conséquence, \( \alpha \) est racine de \( P \iff (X - \alpha) | P \).
Que peut-on dire si un polynôme \( P \) admet \( p \) racines distinctes \( \alpha_1, \dots, \alpha_p \) ?;Le produit \( (X - \alpha_1) \dots (X - \alpha_p) \) divise \( P \).
Combien de racines distinctes au maximum peut avoir un polynôme de degré \( n \) ?;Un polynôme non nul de degré \( n \) admet au plus \( n \) racines distinctes.
À quelle condition deux polynômes \( P \) et \( Q \) sont-ils égaux via leurs fonctions polynomiales ?;\( P = Q \iff \forall x \in \mathbb{K}, P(x) = Q(x) \) (c'est-à-dire \( \tilde{P} = \tilde{Q} \)).
Qu'appelle-t-on racine d'ordre au moins \( k \) et racine d'ordre exactement \( k \) d'un polynôme \( P \neq 0 \) ?;Ordre au moins \( k \) : \( (X - \alpha)^k | P \). Ordre exactement \( k \) : \( (X - \alpha)^k | P \) mais \( (X - \alpha)^{k+1} \nmid P \) (i.e. \( P = (X-\alpha)^k Q \) avec \( Q(\alpha) \neq 0 \)).
Que déduire si \( P \) admet \( p \) racines distinctes \( \alpha_i \) de multiplicités respectives au moins \( k_i \) ?;Le produit \( (X - \alpha_1)^{k_1} \dots (X - \alpha_p)^{k_p} \) divise \( P \). De plus, si \( P \neq 0 \), la somme des \( k_i \) est inférieure ou égale à \( \text{deg}(P) \).
Combien de racines au maximum, comptées avec leurs multiplicités, admet un polynôme de degré \( n \) ?;Un polynôme non nul de degré \( n \) admet au plus \( n \) racines comptées avec leurs multiplicités.
Comment définit-on le polynôme dérivé \( P' \), et quelles sont les propriétés de son degré ?;Pour \( P = \sum a_k X^k \), \( P' = \sum_{k=1}^{n} k a_k X^{k-1} \) si \( n \ge 1 \) et \( 0 \) sinon. \( \text{deg}(P') = \text{deg}(P) - 1 \) si \( \text{deg}(P) \ge 1 \). De plus, \( P' = 0 \iff P \) est constant.
Quelles sont les formules de dérivation pour la somme, le produit, et la composition de polynômes ?;\( (P + Q)' = P' + Q' \), \( (\lambda P)' = \lambda P' \), \( (PQ)' = P'Q + PQ' \), et \( (P \circ Q)' = Q' \times (P' \circ Q) \).
Comment définit-on les polynômes dérivés successifs \( P^{(n)} \) ?;Par récurrence : \( P^{(0)} = P \), et pour tout \( n \in \mathbb{N} \), \( P^{(n+1)} = (P^{(n)})' \).
Quelle est la formule de Leibniz pour la dérivée n-ième d'un produit \( (PQ)^{(n)} \) ?;\( (PQ)^{(n)} = \sum_{k=0}^{n} \binom{n}{k} P^{(k)} Q^{(n-k)} \).
Que vaut la dérivée k-ième de \( X^n \), notée \( (X^n)^{(k)} \) ?;Elle vaut \( \frac{n!}{(n-k)!} X^{n-k} \) si \( k \le n \), et \( 0 \) si \( k > n \).
Qu'énonce la formule de Taylor pour un polynôme \( P \) de degré \( n \) évalué en \( \alpha \) ?;\( P = \sum_{k=0}^{n} \frac{P^{(k)}(\alpha)}{k!} (X-\alpha)^k \).
Comment caractérise-t-on une racine \( \alpha \) d'ordre exactement \( k \) à l'aide des dérivées ?;C'est équivalent à : \( P(\alpha) = 0, P'(\alpha) = 0, \dots, P^{(k-1)}(\alpha) = 0 \) et \( P^{(k)}(\alpha) \neq 0 \).
Quand dit-on qu'un polynôme de degré \( n \ge 1 \) est scindé sur \( \mathbb{K} \) ?;S'il existe \( \mu \in \mathbb{K}^* \) et \( \alpha_1, \dots, \alpha_n \in \mathbb{K} \) tels que \( P = \mu (X-\alpha_1) \dots (X-\alpha_n) \).
Quelle est une condition suffisante pour qu'un polynôme de degré \( n \) soit scindé ?;S'il possède \( n \) racines distinctes dans \( \mathbb{K} \).
Quelles sont les relations entre les racines \( x_1, x_2 \) et les coefficients d'un trinôme \( P = aX^2 + bX + c \) scindé ?;\( x_1 + x_2 = -\frac{b}{a} \) et \( x_1 x_2 = \frac{c}{a} \). Conséquence : \( x_1, x_2 \) sont les racines de \( X^2 - SX + P \), où \( S \) est la somme et \( P \) le produit.
Quelles sont les relations de base entre les racines \( x_1, \dots, x_n \) et les coefficients d'un polynôme scindé \( P = \sum_{k=0}^{n} a_k X^k \) ?;La somme des racines est \( x_1 + \dots + x_n = -\frac{a_{n-1}}{a_n} \) et leur produit est \( x_1 \dots x_n = (-1)^n \frac{a_0}{a_n} \).
Qu'énonce le théorème de D'Alembert-Gauss pour les polynômes sur \( \mathbb{C} \) ?;Tout polynôme non constant de \( \mathbb{C}[X] \) possède au moins une racine dans \( \mathbb{C} \). En conséquence, tout polynôme non constant de \( \mathbb{C}[X] \) est scindé.
Qu'est-ce qu'un polynôme irréductible ?;C'est un polynôme non constant qui n'est divisible que par les polynômes constants non nuls et par \( \lambda P \) avec \( \lambda \in \mathbb{K}^* \).
Que peut-on dire des racines complexes d'un polynôme à coefficients réels \( P \in \mathbb{R}[X] \) ?;Si \( \alpha \in \mathbb{C} \) est une racine de \( P \), alors son conjugué \( \bar{\alpha} \) est aussi racine de \( P \), avec le même ordre de multiplicité.
Quels sont les facteurs irréductibles de \( \mathbb{R}[X] \) et comment se factorise tout polynôme réel non constant ?;Il se factorise de manière unique en un produit de polynômes de degré 1 de la forme \( (X-\alpha_i) \) et de polynômes de degré 2 de la forme \( (X^2 + p_j X + q_j) \) avec un discriminant \( p_j^2 - 4q_j < 0 \).
Quelle est la factorisation de \( X^n - 1 \) dans \( \mathbb{C}[X] \) ?;\( X^n - 1 = \prod_{k=0}^{n-1} (X - e^{i \frac{2k\pi}{n}}) \).
